GEOID,Typology
36117020700,LI - Not Losing Low-Income Households
36081007700,MHI - Displacement of LI hh - Ongoing Exclusion
36081008600,MHI - Displacement of LI hh - Ongoing Exclusion
36081008700,LI - Not Losing Low-Income Households
36081008800,MHI - Displacement of LI hh - Ongoing Exclusion
36081007900,LI - Ongoing Displacement of Low- Income Households
36081008300,LI - Ongoing Displacement of Low- Income Households
36081009100,LI - Ongoing Displacement of Low- Income Households
36081009400,LI - Not Losing Low-Income Households
36081009500,MHI - At Risk of Exclusion
36081009600,MHI - Not Losing Low-Income Households
36081009800,LI - Not Losing Low-Income Households
36081010600,MHI - Not Losing Low-Income Households
36029010902,LI - Not Losing Low-Income Households
36117020402,LI - Not Losing Low-Income Households
36117020500,MHI - Not Losing Low-Income Households
36007013301,MHI - Not Losing Low-Income Households
36007013303,MHI - At Risk of Exclusion
36007013400,LI - Not Losing Low-Income Households
36007013500,LI - Ongoing Displacement of Low- Income Households
36007013600,LI - Not Losing Low-Income Households
36007013700,LI - Not Losing Low-Income Households
36081034700,LI - Not Losing Low-Income Households
36081035200,MHI - Not Losing Low-Income Households
36081035300,LI - Not Losing Low-Income Households
36093020600,LI - Not Losing Low-Income Households
36093021002,LI - Not Losing Low-Income Households
36093020500,MHI - At Risk of Exclusion
36093020800,LI - Not Losing Low-Income Households
36093020700,LI - Not Losing Low-Income Households
36093020900,LI - Not Losing Low-Income Households
36093032502,MHI - At Risk of Exclusion
36093020200,LI - Not Losing Low-Income Households
36093021001,LI - Not Losing Low-Income Households
36081043900,LI - Not Losing Low-Income Households
36081044000,LI - Ongoing Displacement of Low- Income Households
36081044601,LI - Not Losing Low-Income Households
36081007500,MHI - Advanced Gentrification
36081006300,MHI - At Risk of Exclusion
36081007100,MHI - At Risk of Exclusion
36081010000,MHI - Not Losing Low-Income Households
36081010300,MHI - At Risk of Exclusion
36081010500,LI - Ongoing Displacement of Low- Income Households
36081011000,LI - Not Losing Low-Income Households
36081011200,LI - Not Losing Low-Income Households
36081011300,MHI - At Risk of Exclusion
36081010200,LI - Not Losing Low-Income Households
36081011500,LI - Ongoing Displacement of Low- Income Households
36111954500,LI - Not Losing Low-Income Households
36081011700,MHI - At Risk of Exclusion
36081011800,LI - Not Losing Low-Income Households
36029000500,LI - Not Losing Low-Income Households
36029000700,MHI - At Risk of Exclusion
36029000900,LI - Not Losing Low-Income Households
36029001000,LI - Ongoing Displacement of Low- Income Households
36029001100,LI - Not Losing Low-Income Households
36029001600,LI - Not Losing Low-Income Households
36029001700,LI - Not Losing Low-Income Households
36111954100,LI - Not Losing Low-Income Households
36111950900,LI - Ongoing Displacement of Low- Income Households
36111950100,MHI - Not Losing Low-Income Households
36111953000,MHI - At Risk of Exclusion
36111950400,LI - Not Losing Low-Income Households
36111953300,MHI - Displacement of LI hh - Ongoing Exclusion
36111954400,MHI - Displacement of LI hh - Ongoing Exclusion
36111954800,LI - Ongoing Displacement of Low- Income Households
36087011000,MHI - At Risk of Exclusion
36087011501,MHI - At Risk of Exclusion
36087010503,MHI - At Risk of Exclusion
36087013200,MHI - At Risk of Exclusion
36087010200,LI - Not Losing Low-Income Households
36087011502,MHI - At Risk of Exclusion
36087010802,MHI - At Risk of Exclusion
36085015100,MHI - At Risk of Exclusion
36085015601,MHI - Displacement of LI hh - Ongoing Exclusion
36085015602,MHI - Not Losing Low-Income Households
36085015603,MHI - Not Losing Low-Income Households
36085016901,LI - Not Losing Low-Income Households
36085000800,MHI - Not Losing Low-Income Households
36087010501,MHI - At Risk of Exclusion
36087010502,LI - Not Losing Low-Income Households
36085014700,MHI - At Risk of Exclusion
36085020100,LI - Not Losing Low-Income Households
36085031902,LI - Not Losing Low-Income Households
36085000300,LI - Ongoing Displacement of Low- Income Households
36085000600,LI - Not Losing Low-Income Households
36085001100,LI - Not Losing Low-Income Households
36085002900,LI - Not Losing Low-Income Households
36085001700,LI - Not Losing Low-Income Households
36085002002,MHI - Displacement of LI hh - Ongoing Exclusion
36085002100,LI - Not Losing Low-Income Households
36085003300,MHI - Not Losing Low-Income Households
36085017700,MHI - Not Losing Low-Income Households
36085017300,LI - Not Losing Low-Income Households
36085017600,MHI - Not Losing Low-Income Households
36047076400,LI - Ongoing Gentrification
36029009113,MHI - Displacement of LI hh - Ongoing Exclusion
36029009114,MHI - At Risk of Exclusion
36047010400,LI - At Risk of Gentrification
36047051300,MHI - Advanced Gentrification
36047014300,MHI - At Risk of Exclusion
36047018400,MHI - Displacement of LI hh - Ongoing Exclusion
36047029600,LI - Ongoing Gentrification
36047028300,LI - Not Losing Low-Income Households
36047015500,MHI - Displacement of LI hh - Ongoing Exclusion
36047021300,LI - At Risk of Gentrification
36047038100,LI - Not Losing Low-Income Households
36047070600,MHI - Not Losing Low-Income Households
36047008000,MHI - Advanced Gentrification
36047114202,MHI - Not Losing Low-Income Households
36047005601,LI - Not Losing Low-Income Households
36047003600,MHI - Displacement of LI hh - Ongoing Exclusion
36047093800,LI - Not Losing Low-Income Households
36047064800,MHI - At Risk of Exclusion
36047025902,LI - Not Losing Low-Income Households
36047034000,LI - Not Losing Low-Income Households
36047086600,LI - At Risk of Gentrification
36047117601,LI - Not Losing Low-Income Households
36047059402,MHI - At Risk of Exclusion
36047043600,LI - Ongoing Gentrification
36047057200,LI - Not Losing Low-Income Households
36047053200,MHI - At Risk of Exclusion
36063023100,LI - Not Losing Low-Income Households
36065023901,MHI - Not Losing Low-Income Households
36065023902,MHI - Not Losing Low-Income Households
36065024200,MHI - At Risk of Exclusion
36047050202,MHI - Advanced Gentrification
36047050400,MHI - Displacement of LI hh - Ongoing Exclusion
36047050500,LI - Not Losing Low-Income Households
36047050600,LI - Ongoing Gentrification
36047050700,LI - Not Losing Low-Income Households
36047051100,LI - Not Losing Low-Income Households
36047051200,LI - At Risk of Gentrification
36065023000,MHI - Not Losing Low-Income Households
36063023200,LI - Not Losing Low-Income Households
36047075000,MHI - At Risk of Exclusion
36047018800,MHI - Displacement of LI hh - Ongoing Exclusion
36047025800,LI - Not Losing Low-Income Households
36047049500,MHI - Advanced Gentrification
36047088800,LI - Not Losing Low-Income Households
36047011800,LI - At Risk of Gentrification
36047022900,MHI - Advanced Gentrification
36047040100,LI - Ongoing Gentrification
36047112000,LI - Not Losing Low-Income Households
36047058600,MHI - Not Losing Low-Income Households
36047005800,LI - Ongoing Gentrification
36047014000,MHI - At Risk of Exclusion
36047014800,MHI - At Risk of Exclusion
36047021500,MHI - At Risk of Exclusion
36047064200,MHI - At Risk of Exclusion
36047030900,LI - Ongoing Gentrification
36047082400,LI - At Risk of Gentrification
36047038500,LI - Ongoing Gentrification
36047024300,LI - Ongoing Gentrification
36047003800,MHI - At Risk of Exclusion
36047033300,LI - Not Losing Low-Income Households
36047003500,MHI - Not Losing Low-Income Households
36047009200,LI - At Risk of Gentrification
36047051900,MHI - Advanced Gentrification
36063023300,LI - Not Losing Low-Income Households
36063023700,LI - Not Losing Low-Income Households
36047051400,LI - Not Losing Low-Income Households
36047052600,MHI - Advanced Gentrification
36047051500,MHI - Advanced Gentrification
36047051700,MHI - Advanced Gentrification
36047051800,MHI - At Risk of Exclusion
36047052000,LI - Ongoing Gentrification
36047053000,LI - At Risk of Gentrification
36047052300,LI - Ongoing Gentrification
36047052700,LI - At Risk of Gentrification
36047052900,LI - Not Losing Low-Income Households
36047053100,LI - Ongoing Gentrification
36047053300,LI - Not Losing Low-Income Households
36047053400,LI - At Risk of Gentrification
36047053500,LI - At Risk of Gentrification
36047111800,LI - Not Losing Low-Income Households
36063024401,LI - Not Losing Low-Income Households
36063023800,LI - Ongoing Displacement of Low- Income Households
36063024501,MHI - At Risk of Exclusion
36063024502,MHI - At Risk of Exclusion
36047067000,MHI - Displacement of LI hh - Ongoing Exclusion
36047025500,LI - Not Losing Low-Income Households
36047029400,MHI - Not Losing Low-Income Households
36047027900,MHI - Advanced Gentrification
36047062600,LI - Not Losing Low-Income Households
36047005100,MHI - Displacement of LI hh - Ongoing Exclusion
36047021600,LI - Not Losing Low-Income Households
36047009400,LI - Not Losing Low-Income Households
36047020500,MHI - Advanced Gentrification
36047015700,MHI - Displacement of LI hh - Ongoing Exclusion
36047003300,MHI - At Risk of Exclusion
36047040800,MHI - Not Losing Low-Income Households
36047050900,LI - At Risk of Gentrification
36047026900,LI - Ongoing Gentrification
36047045600,LI - Not Losing Low-Income Households
36047035300,LI - Not Losing Low-Income Households
36047100600,MHI - Not Losing Low-Income Households
36047040600,LI - Not Losing Low-Income Households
36047084800,MHI - At Risk of Exclusion
36047010800,LI - Not Losing Low-Income Households
36065024301,MHI - At Risk of Exclusion
36047056000,MHI - Advanced Gentrification
36047023200,LI - Not Losing Low-Income Households
36047091600,LI - Not Losing Low-Income Households
36047013300,MHI - Displacement of LI hh - Ongoing Exclusion
36047054500,LI - Not Losing Low-Income Households
36047006200,MHI - At Risk of Exclusion
36065023300,MHI - At Risk of Exclusion
36065023501,MHI - At Risk of Exclusion
36005023702,LI - At Risk of Gentrification
36005040302,LI - Ongoing Displacement of Low- Income Households
36047055400,LI - Ongoing Gentrification
36047053700,LI - Not Losing Low-Income Households
36047054700,LI - Ongoing Gentrification
36047054800,MHI - At Risk of Exclusion
36047053900,LI - Not Losing Low-Income Households
36047054400,LI - Not Losing Low-Income Households
36047054900,MHI - Advanced Gentrification
36047055000,LI - Ongoing Gentrification
36047055300,MHI - Advanced Gentrification
36047055500,MHI - Advanced Gentrification
36047055600,MHI - Advanced Gentrification
36047055700,MHI - Advanced Gentrification
36047056200,MHI - At Risk of Exclusion
36047026800,LI - Ongoing Displacement of Low- Income Households
36047056300,MHI - Advanced Gentrification
36047056400,MHI - Displacement of LI hh - Ongoing Exclusion
36063024101,MHI - At Risk of Exclusion
36063024301,LI - Not Losing Low-Income Households
36055014003,LI - Not Losing Low-Income Households
36055014804,MHI - Displacement of LI hh - Ongoing Exclusion
36055000200,LI - Not Losing Low-Income Households
36047008200,LI - At Risk of Gentrification
36047028900,LI - Ongoing Gentrification
36047078400,MHI - Not Losing Low-Income Households
36047057100,MHI - Advanced Gentrification
36047030300,LI - At Risk of Gentrification
36047086200,LI - Not Losing Low-Income Households
36047111000,LI - Not Losing Low-Income Households
36047004300,MHI - At Risk of Exclusion
36047031702,MHI - Advanced Gentrification
36047033700,MHI - Not Losing Low-Income Households
36055004800,LI - Not Losing Low-Income Households
36055003300,LI - Not Losing Low-Income Households
36055013902,LI - Not Losing Low-Income Households
36055007100,LI - Not Losing Low-Income Households
36055012100,MHI - Displacement of LI hh - Ongoing Exclusion
36055015301,LI - Ongoing Gentrification
36055009603,LI - Not Losing Low-Income Households
36047043800,LI - Not Losing Low-Income Households
36047035100,LI - Not Losing Low-Income Households
36047036100,LI - Not Losing Low-Income Households
36047038300,MHI - Advanced Gentrification
36047039400,LI - Ongoing Displacement of Low- Income Households
36047042400,LI - Ongoing Displacement of Low- Income Households
36047044700,MHI - Advanced Gentrification
36047047200,LI - Ongoing Displacement of Low- Income Households
36047049100,LI - Not Losing Low-Income Households
36047050300,MHI - Advanced Gentrification
36047055200,LI - At Risk of Gentrification
36055002000,LI - Ongoing Displacement of Low- Income Households
36055000700,LI - Not Losing Low-Income Households
36055001300,LI - Not Losing Low-Income Households
36055001500,LI - Not Losing Low-Income Households
36063024303,MHI - Displacement of LI hh - Ongoing Exclusion
36055001800,LI - Not Losing Low-Income Households
36055001900,LI - Not Losing Low-Income Households
36055001000,LI - Not Losing Low-Income Households
36055002700,LI - Not Losing Low-Income Households
36055002200,LI - Not Losing Low-Income Households
36055002300,LI - Not Losing Low-Income Households
36055002400,LI - Not Losing Low-Income Households
36055002900,LI - Ongoing Displacement of Low- Income Households
36055003500,MHI - Displacement of LI hh - Ongoing Exclusion
36055003200,LI - Not Losing Low-Income Households
36055003100,MHI - At Risk of Exclusion
36055003400,LI - Ongoing Displacement of Low- Income Households
36047056600,MHI - Not Losing Low-Income Households
36047056500,MHI - Advanced Gentrification
36047057500,MHI - Advanced Gentrification
36047057600,MHI - At Risk of Exclusion
36047056800,MHI - Not Losing Low-Income Households
36047056900,MHI - At Risk of Exclusion
36047057800,LI - Not Losing Low-Income Households
36047057000,MHI - Not Losing Low-Income Households
36047057300,MHI - Advanced Gentrification
36047059000,LI - Not Losing Low-Income Households
36063024302,MHI - Not Losing Low-Income Households
36055006100,MHI - Displacement of LI hh - Ongoing Exclusion
36055014102,MHI - At Risk of Exclusion
36055002100,LI - Not Losing Low-Income Households
36055009500,LI - Not Losing Low-Income Households
36047057900,MHI - Advanced Gentrification
36047058000,LI - At Risk of Gentrification
36047058800,MHI - Not Losing Low-Income Households
36047059401,LI - At Risk of Gentrification
36047083600,MHI - At Risk of Exclusion
36047085400,LI - Not Losing Low-Income Households
36047084000,MHI - At Risk of Exclusion
36047085000,MHI - Not Losing Low-Income Households
36055010902,LI - Not Losing Low-Income Households
36055007500,LI - Not Losing Low-Income Households
36055004702,LI - Not Losing Low-Income Households
36055012201,MHI - Not Losing Low-Income Households
36055005400,LI - Ongoing Displacement of Low- Income Households
36047090800,LI - Not Losing Low-Income Households
36055011604,MHI - At Risk of Exclusion
36055013001,LI - Not Losing Low-Income Households
36065025600,MHI - At Risk of Exclusion
36055003000,LI - Not Losing Low-Income Households
36055007801,LI - Not Losing Low-Income Households
36055011000,MHI - At Risk of Exclusion
36055013203,MHI - At Risk of Exclusion
36047090000,LI - Not Losing Low-Income Households
36047092000,LI - Not Losing Low-Income Households
36047090200,LI - Not Losing Low-Income Households
36047090600,LI - Not Losing Low-Income Households
36047091000,LI - Not Losing Low-Income Households
36047093400,MHI - Not Losing Low-Income Households
36047091800,LI - Not Losing Low-Income Households
36047092200,LI - Not Losing Low-Income Households
36047093000,MHI - Not Losing Low-Income Households
36047093600,MHI - Not Losing Low-Income Households
36047065600,MHI - At Risk of Exclusion
36065025700,LI - Not Losing Low-Income Households
36065025800,LI - Not Losing Low-Income Households
36047058900,MHI - Advanced Gentrification
36047059200,LI - Ongoing Gentrification
36047063200,MHI - Not Losing Low-Income Households
36047059100,MHI - Advanced Gentrification
36047069000,MHI - Displacement of LI hh - Ongoing Exclusion
36047080000,MHI - Advanced Gentrification
36047073000,MHI - Not Losing Low-Income Households
36047074200,MHI - Not Losing Low-Income Households
36047078000,MHI - At Risk of Exclusion
36047084600,LI - Not Losing Low-Income Households
36047087200,LI - Not Losing Low-Income Households
36047088000,LI - Not Losing Low-Income Households
36047091200,LI - Not Losing Low-Income Households
36047098200,LI - Not Losing Low-Income Households
36047099200,MHI - Not Losing Low-Income Households
36047102800,MHI - Not Losing Low-Income Households
36047115000,LI - Not Losing Low-Income Households
36047015000,MHI - At Risk of Exclusion
36047116200,LI - Not Losing Low-Income Households
36047000100,MHI - Not Losing Low-Income Households
36047000200,LI - Not Losing Low-Income Households
36047000301,MHI - At Risk of Exclusion
36047014200,MHI - Advanced Gentrification
36047014500,MHI - Advanced Gentrification
36047014700,MHI - Displacement of LI hh - Ongoing Exclusion
36047014900,MHI - Displacement of LI hh - Ongoing Exclusion
36047015300,MHI - At Risk of Exclusion
36047014100,MHI - Displacement of LI hh - Ongoing Exclusion
36047016300,MHI - At Risk of Exclusion
36047015900,MHI - At Risk of Exclusion
36047016100,MHI - At Risk of Exclusion
36047016200,MHI - At Risk of Exclusion
36047016500,MHI - At Risk of Exclusion
36047016700,MHI - Displacement of LI hh - Ongoing Exclusion
36047016800,MHI - Not Losing Low-Income Households
36047016900,MHI - Advanced Gentrification
36047017100,MHI - At Risk of Exclusion
36047017200,MHI - Displacement of LI hh - Ongoing Exclusion
36047017400,MHI - At Risk of Exclusion
36047088200,LI - Ongoing Gentrification
36065025001,MHI - Not Losing Low-Income Households
36065025003,MHI - Displacement of LI hh - Ongoing Exclusion
36047085600,LI - At Risk of Gentrification
36047086000,MHI - Advanced Gentrification
36047086400,LI - Not Losing Low-Income Households
36047087000,LI - Not Losing Low-Income Households
36047087401,LI - Not Losing Low-Income Households
36047087600,LI - Not Losing Low-Income Households
36047087800,LI - Not Losing Low-Income Households
36047059800,MHI - Not Losing Low-Income Households
36065025100,MHI - At Risk of Exclusion
36065025200,LI - Not Losing Low-Income Households
36047061200,MHI - At Risk of Exclusion
36047060800,LI - Ongoing Gentrification
36047062200,MHI - Advanced Gentrification
36047063600,MHI - At Risk of Exclusion
36047063800,MHI - Displacement of LI hh - Ongoing Exclusion
36047064000,MHI - Displacement of LI hh - Ongoing Exclusion
36047064400,MHI - At Risk of Exclusion
36047065000,LI - Not Losing Low-Income Households
36047095600,MHI - Not Losing Low-Income Households
36047094401,MHI - Not Losing Low-Income Households
36047095000,MHI - Not Losing Low-Income Households
36047095400,MHI - Not Losing Low-Income Households
36005039901,LI - Not Losing Low-Income Households
36005044902,MHI - At Risk of Exclusion
36005025100,LI - Not Losing Low-Income Households
36005015300,LI - Not Losing Low-Income Households
36047001300,MHI - Not Losing Low-Income Households
36047000700,MHI - Displacement of LI hh - Ongoing Exclusion
36047000900,MHI - Displacement of LI hh - Ongoing Exclusion
36047001100,MHI - Advanced Gentrification
36047002000,LI - At Risk of Gentrification
36047003100,MHI - Advanced Gentrification
36047002100,MHI - Displacement of LI hh - Ongoing Exclusion
36047002200,LI - Not Losing Low-Income Households
36047002901,LI - Not Losing Low-Income Households
36047003400,MHI - At Risk of Exclusion
36047003700,MHI - Advanced Gentrification
36047003900,MHI - Advanced Gentrification
36005004600,LI - Ongoing Displacement of Low- Income Households
36005014100,LI - Ongoing Displacement of Low- Income Households
36005033000,LI - Not Losing Low-Income Households
36005021100,LI - Ongoing Gentrification
36005005902,LI - At Risk of Gentrification
36005019500,LI - Not Losing Low-Income Households
36005028100,MHI - Advanced Gentrification
36005022701,LI - Ongoing Displacement of Low- Income Households
36005031600,MHI - Not Losing Low-Income Households
36005028600,MHI - Advanced Gentrification
36005016400,MHI - At Risk of Exclusion
36005036800,MHI - Not Losing Low-Income Households
36005006000,MHI - Not Losing Low-Income Households
36005037600,MHI - Advanced Gentrification
36005023301,LI - Not Losing Low-Income Households
36005004001,MHI - Displacement of LI hh - Ongoing Exclusion
36005042800,MHI - Not Losing Low-Income Households
36005006900,LI - Not Losing Low-Income Households
36005003100,MHI - Advanced Gentrification
36005039000,MHI - Advanced Gentrification
36005038800,MHI - Not Losing Low-Income Households
36005005600,LI - Not Losing Low-Income Households
36005014500,LI - Not Losing Low-Income Households
36047018000,MHI - Advanced Gentrification
36047017800,LI - Ongoing Gentrification
36047017900,LI - Ongoing Gentrification
36047018200,LI - Not Losing Low-Income Households
36047018700,MHI - Displacement of LI hh - Ongoing Exclusion
36047018300,MHI - Displacement of LI hh - Ongoing Exclusion
36047018501,LI - Not Losing Low-Income Households
36047018600,MHI - Displacement of LI hh - Ongoing Exclusion
36047019000,LI - At Risk of Gentrification
36047019100,MHI - Advanced Gentrification
36047019200,LI - Not Losing Low-Income Households
36047019600,LI - Not Losing Low-Income Households
36047019700,MHI - At Risk of Exclusion
36047019800,MHI - At Risk of Exclusion
36047019900,MHI - Displacement of LI hh - Ongoing Exclusion
36047020000,MHI - Not Losing Low-Income Households
36047020300,MHI - Advanced Gentrification
36005020601,MHI - Not Losing Low-Income Households
36047020400,MHI - Not Losing Low-Income Households
36047020600,MHI - At Risk of Exclusion
36047020700,MHI - At Risk of Exclusion
36005026300,LI - Not Losing Low-Income Households
36005029700,MHI - Not Losing Low-Income Households
36005043100,LI - At Risk of Gentrification
36005042000,LI - Ongoing Displacement of Low- Income Households
36005015800,MHI - Not Losing Low-Income Households
36005007400,MHI - Not Losing Low-Income Households
36005028800,MHI - Displacement of LI hh - Ongoing Exclusion
36005022902,LI - Not Losing Low-Income Households
36005013300,LI - Ongoing Displacement of Low- Income Households
36005045101,MHI - At Risk of Exclusion
36005008300,LI - Ongoing Gentrification
36005040400,MHI - Displacement of LI hh - Ongoing Exclusion
36005046000,LI - Not Losing Low-Income Households
36005022800,MHI - Displacement of LI hh - Ongoing Exclusion
36005025200,MHI - Advanced Gentrification
36005023501,LI - Ongoing Gentrification
36005036501,LI - Not Losing Low-Income Households
36005021601,LI - Ongoing Gentrification
36005003800,LI - Not Losing Low-Income Households
36005020400,MHI - Not Losing Low-Income Households
36005003300,LI - Not Losing Low-Income Households
36047021800,LI - Not Losing Low-Income Households
36005037100,LI - Not Losing Low-Income Households
36005013100,LI - Ongoing Displacement of Low- Income Households
36047020800,LI - Not Losing Low-Income Households
36047021000,LI - At Risk of Gentrification
36047021400,LI - Not Losing Low-Income Households
36047021900,MHI - Advanced Gentrification
36059413900,LI - Not Losing Low-Income Households
36059413500,LI - Not Losing Low-Income Households
36059413600,LI - Not Losing Low-Income Households
36059413700,LI - Not Losing Low-Income Households
36059414502,LI - Not Losing Low-Income Households
36059414002,LI - Ongoing Gentrification
36059414201,LI - Not Losing Low-Income Households
36065025300,MHI - At Risk of Exclusion
36059408800,LI - Not Losing Low-Income Households
36059416600,LI - Ongoing Displacement of Low- Income Households
36059405800,MHI - Displacement of LI hh - Ongoing Exclusion
36059412500,MHI - At Risk of Exclusion
36059519602,MHI - Not Losing Low-Income Households
36065025400,MHI - At Risk of Exclusion
36067015800,MHI - At Risk of Exclusion
36067016001,MHI - At Risk of Exclusion
36067016002,MHI - Displacement of LI hh - Ongoing Exclusion
36067016100,MHI - At Risk of Exclusion
36059302400,MHI - Displacement of LI hh - Ongoing Exclusion
36059302501,MHI - At Risk of Exclusion
36059302502,MHI - Not Losing Low-Income Households
36059302900,MHI - At Risk of Exclusion
36059303000,MHI - At Risk of Exclusion
36059303101,MHI - At Risk of Exclusion
36059303102,MHI - At Risk of Exclusion
36059414202,LI - Not Losing Low-Income Households
36059414301,LI - Not Losing Low-Income Households
36059414400,LI - Ongoing Gentrification
36059414501,LI - Not Losing Low-Income Households
36059414600,MHI - At Risk of Exclusion
36059414700,MHI - At Risk of Exclusion
36067016802,MHI - Not Losing Low-Income Households
36065025500,MHI - At Risk of Exclusion
36027120000,LI - Not Losing Low-Income Households
36027140300,LI - Not Losing Low-Income Households
36027140500,LI - Not Losing Low-Income Households
36063022712,MHI - Displacement of LI hh - Ongoing Exclusion
36067016801,MHI - At Risk of Exclusion
36067010100,MHI - Displacement of LI hh - Ongoing Exclusion
36067005300,LI - Not Losing Low-Income Households
36067000300,LI - Ongoing Displacement of Low- Income Households
36067002300,LI - Not Losing Low-Income Households
36067015000,MHI - At Risk of Exclusion
36067015400,MHI - Not Losing Low-Income Households
36067011402,MHI - Not Losing Low-Income Households
36067010400,MHI - Displacement of LI hh - Ongoing Exclusion
36067016200,LI - Not Losing Low-Income Households
36067001400,LI - Not Losing Low-Income Households
36067000100,LI - Ongoing Gentrification
36067005602,LI - At Risk of Gentrification
36067000600,LI - Not Losing Low-Income Households
36067011300,MHI - Not Losing Low-Income Households
36081013200,MHI - Displacement of LI hh - Ongoing Exclusion
36067012700,MHI - Displacement of LI hh - Ongoing Exclusion
36067012900,LI - Not Losing Low-Income Households
36067013000,LI - Not Losing Low-Income Households
36067013100,MHI - Displacement of LI hh - Ongoing Exclusion
36045062200,MHI - At Risk of Exclusion
36045061400,LI - Not Losing Low-Income Households
36081012200,MHI - Displacement of LI hh - Ongoing Exclusion
36081012400,MHI - Displacement of LI hh - Ongoing Exclusion
36081012602,MHI - Advanced Gentrification
36081013700,MHI - Displacement of LI hh - Ongoing Exclusion
36081013400,LI - Ongoing Displacement of Low- Income Households
36081013500,MHI - Not Losing Low-Income Households
36081013600,MHI - At Risk of Exclusion
36081013800,LI - Not Losing Low-Income Households
36081014000,MHI - At Risk of Exclusion
36081014202,MHI - Not Losing Low-Income Households
36081015400,LI - Not Losing Low-Income Households
36081014500,LI - Ongoing Displacement of Low- Income Households
36081015000,MHI - Displacement of LI hh - Ongoing Exclusion
36081015200,MHI - Not Losing Low-Income Households
36081015500,MHI - Not Losing Low-Income Households
36081015600,LI - Not Losing Low-Income Households
36081015700,LI - Ongoing Displacement of Low- Income Households
36081014700,MHI - Displacement of LI hh - Ongoing Exclusion
36081014800,LI - Ongoing Displacement of Low- Income Households
36081014900,MHI - At Risk of Exclusion
36081016300,LI - Not Losing Low-Income Households
36081016600,LI - Not Losing Low-Income Households
36081016800,MHI - Not Losing Low-Income Households
36081017200,MHI - Displacement of LI hh - Ongoing Exclusion
36081016900,LI - Not Losing Low-Income Households
36081017000,LI - Not Losing Low-Income Households
36081017400,MHI - Not Losing Low-Income Households
36081017600,LI - Not Losing Low-Income Households
36081018000,MHI - Advanced Gentrification
36081020800,MHI - Displacement of LI hh - Ongoing Exclusion
36081018200,MHI - Not Losing Low-Income Households
36093021200,LI - Not Losing Low-Income Households
36093021400,LI - Not Losing Low-Income Households
36093021500,LI - Not Losing Low-Income Households
36081018401,MHI - Not Losing Low-Income Households
36081018700,MHI - At Risk of Exclusion
36081018402,MHI - Not Losing Low-Income Households
36081018600,MHI - Advanced Gentrification
36093021600,LI - Not Losing Low-Income Households
36093021700,LI - Not Losing Low-Income Households
36093021800,LI - Not Losing Low-Income Households
36093031900,MHI - At Risk of Exclusion
36093032000,MHI - Displacement of LI hh - Ongoing Exclusion
36093032200,LI - Not Losing Low-Income Households
36081019200,MHI - Displacement of LI hh - Ongoing Exclusion
36081019600,MHI - Displacement of LI hh - Ongoing Exclusion
36081018900,MHI - Advanced Gentrification
36081019000,MHI - Not Losing Low-Income Households
36081020400,LI - At Risk of Gentrification
36081020600,MHI - Displacement of LI hh - Ongoing Exclusion
36081021200,LI - At Risk of Gentrification
36081021400,LI - Not Losing Low-Income Households
36081021600,LI - Not Losing Low-Income Households
36081023000,MHI - At Risk of Exclusion
36081022001,MHI - Displacement of LI hh - Ongoing Exclusion
36105951700,MHI - Displacement of LI hh - Ongoing Exclusion
36105950800,LI - Not Losing Low-Income Households
36105951000,LI - Not Losing Low-Income Households
36105951300,LI - Not Losing Low-Income Households
36105951900,LI - Ongoing Displacement of Low- Income Households
36105952200,MHI - Not Losing Low-Income Households
36105952500,MHI - Displacement of LI hh - Ongoing Exclusion
36105950400,MHI - At Risk of Exclusion
36029009008,MHI - At Risk of Exclusion
36029009501,MHI - At Risk of Exclusion
36029009502,MHI - Displacement of LI hh - Ongoing Exclusion
36093032300,LI - Not Losing Low-Income Households
36093032402,MHI - At Risk of Exclusion
36081057900,LI - Ongoing Displacement of Low- Income Households
36081058000,MHI - Not Losing Low-Income Households
36081058100,LI - Ongoing Gentrification
36081058900,LI - Not Losing Low-Income Households
36081049200,LI - At Risk of Gentrification
36093032700,LI - Not Losing Low-Income Households
36081090700,LI - Not Losing Low-Income Households
36081091601,MHI - Not Losing Low-Income Households
36081092800,MHI - At Risk of Exclusion
36081092900,LI - Not Losing Low-Income Households
36081092200,MHI - At Risk of Exclusion
36081093800,LI - Not Losing Low-Income Households
36081049600,MHI - At Risk of Exclusion
36081049301,LI - Not Losing Low-Income Households
36081049302,LI - Not Losing Low-Income Households
36081049500,LI - Not Losing Low-Income Households
36081059100,LI - Ongoing Displacement of Low- Income Households
36081049700,LI - Not Losing Low-Income Households
36081049900,LI - Not Losing Low-Income Households
36081060100,MHI - At Risk of Exclusion
36081059800,MHI - At Risk of Exclusion
36081059300,MHI - At Risk of Exclusion
36081059400,MHI - At Risk of Exclusion
36081059500,LI - Not Losing Low-Income Households
36081059900,LI - Not Losing Low-Income Households
36081060800,MHI - At Risk of Exclusion
36081060000,MHI - At Risk of Exclusion
36081060600,MHI - Not Losing Low-Income Households
36081061602,MHI - Not Losing Low-Income Households
36053030502,MHI - At Risk of Exclusion
36075021101,LI - Not Losing Low-Income Households
36081051500,MHI - At Risk of Exclusion
36081051600,LI - Not Losing Low-Income Households
36081051700,LI - Not Losing Low-Income Households
36081050000,LI - At Risk of Gentrification
36053031000,LI - Not Losing Low-Income Households
