geoid,typology_old,medrent90,medrent00,medrent16,medhval90,medhval00,medhval16,percol90,percol00,percol16,pernwh90,pernwh00,pernwh16,perli90,perli00,perli16,per_rent_90,per_rent_00,per_rent16,pop00,pop16,asian_16_low,carcommuters_00,pre50_16,hhwch16,empd15,density16,aland,li16,afford90,belowmedcol90,abovemednwh,abovemedli,abovemedrent,vulnrisk90,vuln90,afford00,belowmedcol00,abovemednwh00,abovemedli00,abovemedrent00,vulnrisk00,vuln00,afford16,belowmedcol16,abovemednwh16,abovemedli16,abovemedrent16,vulnrisk16,vuln16,hotmarket90(127%-169%),hotmarket00(110%-207%),percol16,edudiff0016,abm_dif_0016,edudiff9000,abm_dif_9000,hinc90_NYU,hinc00_NYU,hinc16_NYU,hinc90,hinc00,hinc16,pct_ch_hinc90_00,pct_ch_hinc00_16,abm_inc_90_00,abm_inc_00_16,li16,gent90_00,gent00_16,Type_1.19,ch_all_li_count90_00,ch_all_li_count00_16,liloss9016,per_limove16,per_limove09,exclusion,popgrowth0016,Incch0016,li_hh_16,Typology_final_1.19.19
34013008200,LI - Not Losing Low-Income Households,225,539,540,,130400,223700,0.03203661327,0.06773211568,0.2316742092,1,0.9304635762,0.9448924661,0.1902988506,0.1721604092,0.7834388614,0.9857142857,0.8714285714,0.9183673263,2416,2232,0.0497311828,0.3174825175,0.09916367981,0.4183673469,9377,0.005206255904,428715,1,1,1,1,1,1,1,1,1,0,1,1,0,FALSE,0,1,1,1,1,1,1,1,1,0,0.1643373395,0.09660522385,1,0.03569550241,1,10327,20948,18598,18898.40982,30374.6,18598,0.6072569489,-0.3877120912,1,0,1,1,0,LI - Ongoing Gentrification,65.94555664,33.27050781,0,0.7810204625,0.8340269327,1,0,0.6122878984,614.21606,LI - Not Losing Low-Income Households
34013008700,LI - Not Losing Low-Income Households,469,619,975,89800,116100,199400,0.06623931624,0.03936670946,0.1888629347,0.929138322,0.959901599,0.9411036968,0.1813036145,0.1860119094,0.5219697952,0.7492682927,0.7527993109,0.6337777972,4065,4041,0,0.4636752137,0.5833962264,0.3928888889,688,0.007894937354,511847,1,1,1,1,1,1,1,1,1,0,1,1,0,FALSE,0,1,1,1,1,1,1,1,1,1,0.1085757126,0.06920900312,1,-0.02687260678,1,22763,30486,40179,41656.2903,44204.7,40179,0.06117706746,-0.09106950462,1,0,1,1,0,LI - Ongoing Gentrification,100.4990845,-82.34234619,0,0.5790769458,0.7422226667,1,0,0.9089304983,587.216,LI - Not Losing Low-Income Households
34013008800,LI - Not Losing Low-Income Households,565,529,931,22500,95300,221500,0.04081632653,0.0155210643,0.1528066546,0.9089673913,0.9713945173,1,0.2098501071,0.2449216634,0.6504235268,0.8008849558,0.7788018433,0.7244525552,1678,1779,0.01180438449,0.5596107056,0.4189781022,0.4434306569,61,0.01151747043,154461,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.09626946633,0.08074840203,1,-0.02529526223,1,21226,25394,36423,38843.57987,36821.3,36423,-0.05206213892,-0.01081710868,0,1,1,0,1,LI - Ongoing Gentrification,39.47332764,46.95877075,0,0.7360937595,0.6909345984,0,1,0.9891828914,356.4321,LI - Not Losing Low-Income Households
34013008900,LI - Not Losing Low-Income Households,569,597,1004,176100,119900,124800,0.02685765443,0.0304526749,0.1053555757,0.8968855219,0.9354005168,0.9871794581,0.168219,0.1612622999,0.7090904117,0.8,0.8444108761,0.8075117469,2322,2028,0.007889546351,0.2990196078,0.2594936709,0.4632237872,243,0.01478004839,137212,1,0,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0.08627471536,0.05582204046,0,0.003595020466,1,19074,23849,25250,34905.4201,34581.05,25250,-0.00929282885,-0.2698312998,0,0,1,0,0,LI - At Risk of Gentrification,26.96664429,18.95236206,0,0.7415938973,0.6569260359,0,0,0.7301686907,453.10876,LI - Not Losing Low-Income Households
34013009000,LI - Ongoing Displacement of Low- Income Households,503,614,1062,,162500,,0.1687898089,0.1453055142,0.2658757865,0.9502890173,0.9374416433,0.9425861239,0.2175377143,0.158111116,0.5660735369,0.9676985195,0.9923995657,1,2142,2003,0.06440339491,0.3031088083,0.1148429036,0.2232243517,185,0.005066153391,395369,1,1,1,1,1,1,1,1,1,0,1,1,0,FALSE,0,1,1,1,1,1,1,1,0,1,0.26587579,0.1205702758,1,-0.02348429476,1,26739,29395,37793,48932.37108,42622.75,37793,-0.128945753,-0.1133138984,0,0,1,0,0,LI - Ongoing Displacement of Low-Income Households,160.8149109,-24.30932617,0,0.5958338976,0.5262286663,0,0,0.8866861007,502.10724,LI - Not Losing Low-Income Households
34013009100,LI - Not Losing Low-Income Households,544,656,1091,67500,144200,170200,0.03084515731,0.03439649781,0.1070931852,0.8059802922,0.9019100032,0.959644556,0.176926477,0.2059760183,0.6578351259,0.7389867841,0.7494382022,0.7680652738,3089,2701,0,0.5011876485,0.5441666667,0.4696969697,144,0.006100921576,442720,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.08194912189,0.04755262408,0,0.003551340501,1,17464,25931,36224,31959.1202,37599.95,36224,0.1765014082,-0.03659446537,1,1,1,1,0,LI - Ongoing Gentrification,-50.24304199,1.606262207,0,0.4115651846,0.6017276645,1,0,0.9634055364,564.42255,LI - Not Losing Low-Income Households
34013009200,LI - Not Losing Low-Income Households,443,495,927,87500,140600,235000,0.04002320186,0.0265802269,0.07941834629,0.8751604621,0.7757847534,0.9406808019,0.2092600268,0.195595515,0.698605895,0.8675034868,0.8868660598,0.8590604067,5352,2967,0.007414897203,0.4585152838,0.2483537159,0.4597315436,1459,0.007997908198,370972,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0.06320848911,0.0366282622,0,-0.01344297495,1,15493,17575,21462,28352.18974,25483.75,21462,-0.101171717,-0.1578162611,0,0,1,0,0,LI - Ongoing Displacement of Low-Income Households,70.9331665,-1.61505127,0,0.6799405813,0.736771822,1,0,0.8421837445,624.55365,LI - Not Losing Low-Income Households
34013009300,LI - Not Losing Low-Income Households,487,608,914,129600,127500,217000,0.06357061287,0.04253785148,0.1635617316,0.9334147831,0.9677220395,0.9587869644,0.2306821637,0.1842334968,0.572347641,0.7679558011,0.7421018698,0.7539532185,4864,5144,0.03071539658,0.5742501829,0.4936708861,0.4484503479,258,0.009303553762,552907,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0.07826607054,0.03572821906,0,-0.02103276139,1,23379,26938,34844,42783.57013,39060.1,34844,-0.08703037351,-0.1079387888,0,0,1,0,0,LI - Ongoing Displacement of Low-Income Households,294.0797119,-57.55047607,0,0.6392441988,0.6228741407,0,1,0.8920612082,904.88159,LI - Not Losing Low-Income Households
34013009400,LI - Not Losing Low-Income Households,499,656,957,177900,169100,285800,0.1889447236,0.06494794249,0.1816813052,0.6322193659,0.8192276089,0.8355504274,0.1746299682,0.1402623007,0.5679193139,0.7407740774,0.7454624028,0.7895842195,6085,5187,0.0356660883,0.5873233014,0.2742060418,0.2129357413,691,0.008327005537,622913,1,0,0,1,1,1,1,0,1,0,1,1,0,FALSE,0,1,1,1,1,1,1,1,1,1,0.09221443651,0.02726649402,0,-0.1239967811,0,26590,25567,30176,48659.70005,37072.15,30176,-0.2381344289,-0.1860196888,0,0,1,0,0,LI - Ongoing Displacement of Low-Income Households,212.8841553,-8.086669922,0,0.7159795761,0.6510072947,0,0,0.813980306,1352.2159,LI - Not Losing Low-Income Households
34013009500,LI - Not Losing Low-Income Households,519,675,1034,172900,181500,326300,0.1361269526,0.07740993184,0.1578947306,0.7122687439,0.8433333333,0.923392117,0.1564784201,0.1352991678,0.6359282732,0.7541798464,0.7565789474,0.8474208713,6600,5613,0.008729734545,0.4358583936,0.2791548151,0.2696142176,1140,0.009302472041,603388,1,0,1,1,0,1,1,0,1,0,1,1,0,FALSE,0,1,1,1,1,1,1,1,1,1,0.07827455423,0.0008646223898,0,-0.0587170208,0,21910,31713,29913,40095.29965,45983.85,29913,0.1468638629,-0.3494890034,1,0,1,0,0,LI - At Risk of Gentrification,-90.48742676,239.5081787,0,0.7686783671,0.7350349426,0,0,0.6505109946,1467.0865,LI - Not Losing Low-Income Households
34013009600,LI - Not Losing Low-Income Households,390,620,1132,80000,129900,253600,0.04971517349,0.06596614127,0.08351648599,0.916558694,0.959296646,0.9819689393,0.1777095635,0.2116500329,0.6007368565,0.7413622902,0.6786885246,0.8422065377,3071,4825,0.000207253886,0.4819915254,0.3497679814,0.4297626684,1151,0.004428116752,1089628,1,1,1,1,1,1,1,1,1,0,1,1,0,FALSE,0,1,1,1,1,1,1,1,1,1,0.0660196702,0.00005352892287,0,0.01625096779,1,20750,31375,33902,38665.72621,45493.75,33902,0.1765911132,-0.2547987401,1,0,1,1,0,LI - Ongoing Gentrification,-277.3037109,431.5556641,0,0.9693107009,0.6796976328,0,1,0.7452012639,936.54877,LI - Not Losing Low-Income Households
34013009700,LI - Not Losing Low-Income Households,494,656,1063,104300,143600,210100,0.05303030303,0.0701754386,0.094219096,0.9095712254,0.9317073171,0.9595463276,0.1999187962,0.1943558416,0.6257891059,0.8116710875,0.7941723497,0.75669384,5125,5290,0.003024574669,0.4368641532,0.4804585722,0.4906868452,306,0.01288079301,410689,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.04975691004,-0.02041852855,0,0.01714513557,1,21603,26971,32048,39533.48948,39107.95,32048,-0.01076402515,-0.180524677,0,0,1,0,0,LI - At Risk of Gentrification,106.1536255,58.6116333,0,0.8356825113,0.6058294773,0,1,0.8194753241,1075.1057,LI - Not Losing Low-Income Households
34013009900,LI - Ongoing Gentrification,407,548,890,99800,129300,197000,0.1237113402,0.1142191142,0.1782945693,0.893265065,0.943076302,0.9720730186,0.1527164103,0.1819438052,0.6284931898,0.6786703601,0.6713747646,0.6828240156,2477,1862,0,0.6199376947,0.2275179856,0.1475237092,1005,0.004254891297,437614,1,1,1,1,0,1,1,1,1,0,1,1,0,FALSE,0,1,1,1,1,1,1,1,1,1,0.1245271437,0.01030802948,0,-0.009492225987,1,19388,31360,27756,35568.69917,45472,27756,0.278427422,-0.3896023929,1,0,1,1,0,LI - Ongoing Gentrification,-45.18164063,12.35528564,0,0.9172106981,0.7338181734,0,0,0.6103976073,596.44006,LI - Not Losing Low-Income Households
34013010000,MHI - Advanced Exclusion,574,696,1025,142100,141900,200000,0.2088578089,0.1252427184,0.2863109112,0.8742405832,0.9436834094,0.9512194991,0.1309763395,0.1258148654,0.3394536972,0.5730533683,0.5835497835,0.5446584821,3285,2870,0.007665505226,0.5472203617,0.4222222222,0.2355516637,611,0.003613794875,794179,0,0,0,1,0,1,FALSE,0,1,0,1,1,0,FALSE,0,1,1,1,0,1,1,1,0,1,0.28631091,0.1610681916,1,-0.08361509041,0,39482,51212,60192,72207.37595,74257.4,60192,0.02839078382,-0.1894141138,0,0,0,0,0,MHI - Stable or Early Stage of Exclusion,45.48403931,25.48361206,0,0.5968273878,0.621630311,1,0,0.810585881,387.65613,LI - Not Losing Low-Income Households
34013010100,LI - Not Losing Low-Income Households,618,745,1158,110000,125900,205400,0.1690544413,0.1949478309,0.218346864,0.8380889184,0.9546703297,0.9852469563,0.1899330233,0.1303354733,0.416436851,0.5324813632,0.5127942682,0.5690000057,2912,3118,0.01988454137,0.7096285064,0.5040723982,0.347,513,0.004095808824,761266,1,1,1,1,1,1,1,1,1,0,1,1,0,FALSE,0,1,1,1,1,1,1,1,0,1,0.08601579355,-0.1089320373,0,0.0258933896,1,32308,48750,53684,59137.46016,70687.5,53684,0.1953083575,-0.240544647,1,0,1,0,0,LI - At Risk of Gentrification,-80.60617065,83.89047241,0,0.7594842911,0.7289873958,0,1,0.7594553492,416.43686,LI - Not Losing Low-Income Households
34013010200,LI - Not Losing Low-Income Households,465,467,715,122500,131000,223000,0.1751521859,0.1487706194,0.1847919673,0.8995493804,0.9412384162,0.9689727426,0.1049196716,0.07780994854,0.5144825578,0.4953929539,0.4664391354,0.5005668998,4748,4770,0.01299790356,0.6555128908,0.4641760491,0.2454648526,621,0.004984852111,956899,1,1,1,1,0,1,1,1,1,0,1,1,0,FALSE,0,1,1,1,1,1,1,1,0,1,0.08852277335,-0.06024784601,0,-0.02638156658,1,35536,45950,40585,65030.88171,66627.5,40585,0.02455169335,-0.3908671439,0,0,1,0,0,LI - At Risk of Gentrification,25.01507568,151.1226807,0,0.8423984647,0.6980198622,0,1,0.6091328656,907.54724,LI - Not Losing Low-Income Households
34013010300,LI - Not Losing Low-Income Households,554,685,1059,117800,125000,216900,0.130853111,0.1282339708,0.143499434,0.9375256043,0.9650397276,0.9837526083,0.1402029909,0.1837574966,0.5581401587,0.6616038882,0.6565246788,0.6193502545,4405,3816,0.01388888889,0.5820610687,0.5771230503,0.3015536723,703,0.006534985118,583934,1,1,1,1,0,1,1,1,1,0,1,1,0,FALSE,0,1,1,1,1,1,1,1,0,1,0.08306407427,-0.04516989648,0,-0.002619140215,1,35276,31532,37366,64555.08038,45721.4,37366,-0.2917459011,-0.1827459335,0,0,1,0,0,LI - Ongoing Displacement of Low-Income Households,189.6361084,-20.68914795,0,0.4745610058,0.5887253881,1,0,0.8172540648,790.32648,LI - Not Losing Low-Income Households
34013010400,LI - Not Losing Low-Income Households,579,690,1031,150800,137500,257800,0.2259488085,0.1155937053,0.2083200961,0.9257028112,0.971849866,0.9699011445,0.1427662347,0.1835591201,0.5285479426,0.8611959843,0.8851351351,0.8466228843,5222,4452,0,0.4836347976,0.2099018003,0.2720450281,463,0.007333803364,607052,1,0,0,1,0,1,FALSE,0,1,0,1,1,0,FALSE,0,1,1,1,1,1,1,1,0,1,0.1143346126,-0.001259092673,0,-0.1103551032,0,30740,32459,41188,56254.20016,47065.55,41188,-0.1633415818,-0.1248800904,0,0,1,0,0,LI - Ongoing Displacement of Low-Income Households,195.3059082,-108.5533447,0,0.591014564,0.674816668,1,0,0.8751199125,1126.8643,LI - Not Losing Low-Income Households
34013010500,LI - Not Losing Low-Income Households,528,662,1010,86900,123600,217600,0.1644891122,0.07930107527,0.1627747267,0.9455001044,0.9671215881,0.9869363904,0.1485648884,0.2362166297,0.575483799,0.7596855699,0.8274406332,0.8415529728,4836,4746,0.01243152128,0.4708542714,0.4471544715,0.3074501574,1017,0.009694162056,489573,1,1,1,1,0,1,1,1,1,0,1,1,0,FALSE,0,1,1,1,1,1,1,1,0,1,0.0795684398,0.0002673645331,0,-0.08518803696,0,27399,33524,36368,50140.16993,48609.8,36368,-0.03052183427,-0.2518381178,0,0,1,0,0,LI - At Risk of Gentrification,75.93182373,73.93347168,0,0.5403341055,0.5610907674,1,0,0.7481618933,1096.8721,LI - Not Losing Low-Income Households
34013010600,LI - Not Losing Low-Income Households,501,558,844,200900,118800,219700,0.127064803,0.08681135225,0.13340725,0.9576845576,0.9870442347,0.9798915386,0.2005458868,0.1686260727,0.7168180346,0.9459459459,0.921802175,0.910336256,5403,4426,0,0.4610552764,0.3457394711,0.3935242839,2054,0.009026758036,490320,1,0,1,1,1,1,1,0,1,0,1,1,0,FALSE,0,1,1,1,1,1,1,1,0,1,0.13340725,0.04659589775,0,-0.0402534508,0,17008,21567,25483,31124.63948,31272.15,25483,0.004739348777,-0.185121581,0,0,1,0,0,LI - Ongoing Displacement of Low-Income Households,-169.4805908,-173.1992188,1,0.6290429831,0.5420418978,0,0,0.8148784142,1151.2097,LI - Not Losing Low-Income Households
34013010700,LI - Ongoing Displacement of Low- Income Households,493,531,975,92900,111400,194500,0.1005870841,0.1076716016,0.1646678895,0.9512893983,0.9985302763,0.972032547,0.260087852,0.1190950669,0.495200038,0.678115016,0.6268081003,0.6716867685,3402,3075,0.009756097561,0.4691901408,0.4938361131,0.3032128514,326,0.006623857519,464231,1,1,1,1,1,1,1,1,1,0,1,1,0,FALSE,0,1,1,1,1,1,1,1,0,1,0.09260069307,-0.01507090854,0,0.007084517466,1,23970,25172,45054,43865.10006,36499.4,45054,-0.1679170877,0.2343764603,0,1,1,0,0,LI - Ongoing Displacement of Low-Income Households,-146.1966553,-101.185791,1,0.7116233706,0.7369995117,1,0,1.234376456,493.21924,LI - Not Losing Low-Income Households
34013010800,LI - Not Losing Low-Income Households,560,699,1283,94900,109700,213200,0.0861442657,0.06883509834,0.1401489526,0.993597561,0.9923599321,0.9911075234,0.2262534949,0.2317221838,0.4898992181,0.5782778865,0.655033557,0.5811732411,2356,2474,0.00606305578,0.5558112773,0.587270974,0.3901773533,26,0.009804892935,252323,1,1,1,1,1,1,1,1,1,0,1,1,0,FALSE,0,1,1,1,1,1,1,1,0,1,0.08927041538,0.02043531705,0,-0.01730916736,1,29014,36875,44263,53067.8807,53468.75,44263,0.007553896867,-0.1721706539,0,0,1,0,0,LI - Ongoing Displacement of Low-Income Households,-120.2849426,-8.083679199,1,0.6728549004,0.712891221,1,1,0.8278293396,359.09613,LI - Not Losing Low-Income Households
34013010900,LI - Not Losing Low-Income Households,472,368,1008,135800,123100,248800,0.05956112853,0.07310344828,0.1078134477,0.9929898353,0.9912997627,0.9855595827,0.204774876,0.1801779104,0.5696727037,0.8559837728,0.7639198218,0.7389330268,3793,2493,0,0.4659926471,0.3215962441,0.3121452894,578,0.002510553792,993008,1,1,1,1,1,1,1,1,1,0,1,1,0,FALSE,0,1,1,1,1,1,1,1,0,1,0.1108543874,0.03775093911,0,0.01354231975,1,20466,23060,36477,32980.96711,33437,36477,0.01382715348,0.09091724455,0,1,1,0,0,LI - Ongoing Displacement of Low-Income Households,-650.2188721,-387.8910522,1,0.395993948,0.9153915644,1,0,1.090917247,501.88165,LI - Not Losing Low-Income Households
34013011100,LI - Not Losing Low-Income Households,471,602,923,112500,,110000,0.1520897833,0.06455696203,0.1316085458,0.9780112387,0.9721115538,0.9813816547,0.209830091,0.1757711691,0.6811255813,0.9472126295,1,0.9674540758,3765,4082,0,0.4168636722,0.4244705882,0.3175853018,268,0.01643165085,248423,1,1,1,1,1,1,1,1,1,0,1,1,0,FALSE,0,1,1,1,1,1,1,1,1,1,0.07120960274,0.006652640711,0,-0.08753282126,0,16977,17428,28986,31067.90957,25270.6,28986,-0.1866012067,0.1470246017,0,1,1,0,0,LI - Ongoing Displacement of Low-Income Households,-81.93554688,-39.12866211,1,0.722881496,0.5566738844,0,1,1.147024606,1297.5442,LI - Not Losing Low-Income Households
34013011200,LI - Not Losing Low-Income Households,492,599,1019,96500,134800,209100,0.115472387,0.03292978208,0.1441883296,0.9740642499,0.9805393383,0.9914020896,0.2378802193,0.1582238666,0.6546513438,0.7721005677,0.7956093868,0.8390804529,3597,3024,0.006613756614,0.4484797297,0.371559633,0.2735632184,800,0.006560293304,460955,1,1,1,1,1,1,1,1,1,0,1,1,0,FALSE,0,1,1,1,1,1,1,1,0,1,0.0899444645,0.05701468242,0,-0.08254260496,0,23791,24350,31774,43537.5303,35307.5,31774,-0.1890330017,-0.1000778899,0,0,1,0,0,LI - At Risk of Gentrification,44.65155029,10.19744873,0,0.5355089307,0.7010792494,1,0,0.8999221129,854.32001,LI - Not Losing Low-Income Households
34013011300,LI - Not Losing Low-Income Households,582,674,1022,96000,119100,,0.07680412371,0.1024198087,0.1352201253,0.9759679573,0.9802176063,0.9869762063,0.186778156,0.3270638454,0.5832619071,0.9428571429,0.9381918819,0.9851169586,3033,3532,0.01132502831,0.3226072607,0.3239780354,0.3182140326,1909,0.006797667392,519590,1,1,1,1,1,1,1,1,1,0,1,1,0,FALSE,0,1,1,1,1,1,1,1,0,1,0.08356784033,-0.01885196833,0,0.02561568495,1,23111,31334,36206,42293.12982,45434.3,36206,0.07427140325,-0.2031130642,1,0,1,0,0,LI - At Risk of Gentrification,34.85760498,142.8504028,0,0.579425633,0.6019291282,1,1,0.7968869334,822.98254,LI - Not Losing Low-Income Households
34013011400,LI - Ongoing Displacement of Low- Income Households,579,703,1266,115700,104900,179700,0.2273266153,0.1397295557,0.286608994,0.8027681661,0.934907174,0.9515657425,0.1263007966,0.1775772903,0.442587465,0.6456650512,0.7246220302,0.7012224793,4363,4790,0.01941544885,0.5522228174,0.3013574661,0.2997555012,2908,0.00808406073,592524,1,1,0,1,0,1,FALSE,0,1,0,1,1,0,FALSE,0,1,1,1,1,1,1,1,0,1,0.1060001286,-0.03372942708,0,-0.08759705959,0,33413,38938,49654,61078.76306,56460.1,49654,-0.07561814785,-0.1205470785,0,0,1,0,0,LI - At Risk of Gentrification,93.19561768,57.19940186,0,0.5433558226,0.6604890823,1,1,0.8794529234,905.09137,LI - Not Losing Low-Income Households
34013011500,LI - Not Losing Low-Income Households,552,862,1079,104000,113000,171400,0.06782713085,0.123433584,0.1205186844,0.9402869329,0.9440298507,0.9720790386,0.1715399767,0.1990104433,0.4964919984,0.4230769231,0.4504391468,0.5578330755,2680,2328,0.004725085911,0.5305528613,0.5298013245,0.4787701318,394,0.006902931967,337248,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0778538227,-0.04557976126,0,0.05560645311,1,31592,42108,44226,57737.32523,61056.6,44226,0.05748923868,-0.2756557167,1,0,1,1,0,LI - Ongoing Gentrification,-57.62094116,24.09854126,0,0.6114635468,0.5306603312,0,0,0.7243442969,339.10403,LI - Not Losing Low-Income Households
34013011600,LI - Not Losing Low-Income Households,604,730,1052,102400,135700,215300,0.1078639745,0.08626560726,0.09880564362,0.9969230769,0.9957391019,0.9946326613,0.2212923636,0.2063333589,0.5605419874,0.7375886525,0.7136150235,0.7776497602,3051,2981,0,0.4636363636,0.579672696,0.430875576,240,0.00982971932,303264,1,1,1,1,1,1,1,1,1,0,1,1,0,FALSE,0,1,1,1,1,1,1,1,0,1,0.07000368999,-0.01626191728,0,-0.02159836723,1,25270,34889,37347,46244.10086,50589.05,37347,0.09395682812,-0.2617572248,1,0,1,0,0,LI - Ongoing Displacement of Low-Income Households,-42.44256592,-55.6086731,1,0.4876450896,0.7973110676,1,0,0.738242762,486.55045,LI - Not Losing Low-Income Households
34013011700,LI - Not Losing Low-Income Households,555,679,947,100300,117500,203400,0.1809065383,0.09565950274,0.2121212184,0.9682713348,0.9831118494,0.9552195668,0.1992881319,0.2150123317,0.5672067404,0.7215099715,0.6808813077,0.6958174706,3612,3439,0.01104972376,0.5413870246,0.4554973822,0.2882129278,595,0.006001022564,573069,1,1,0,1,1,1,1,1,1,0,1,1,0,FALSE,0,1,1,1,1,1,1,1,0,1,0.1118031434,0.01614364068,0,-0.08524703557,0,27955,34846,37278,51157.64906,50526.7,37278,-0.01233342569,-0.2622118592,0,0,1,0,0,LI - At Risk of Gentrification,11.43084717,19.79223633,0,0.6311651468,0.6533302665,1,0,0.7377881397,745.87689,LI - Not Losing Low-Income Households
34013011800,LI - Not Losing Low-Income Households,586,775,1079,104400,130000,201900,0.1367102397,0.07928531547,0.1718650609,0.9672929715,0.9875168691,0.9918907285,0.1460135524,0.1835469276,0.3918642402,0.5039215686,0.5520408163,0.4968788922,2964,2343,0,0.571942446,0.517,0.368289638,215,0.007633513175,306936,1,1,1,1,0,1,1,1,1,0,1,1,0,FALSE,0,1,1,1,0,1,1,1,1,1,0.17186506,0.09257974453,1,-0.05742492419,0,34500,32955,60057,62907.00355,47787.37308,60057,-0.2403489202,0.2567545772,0,1,0,0,0,MHI - Ongoing Exclusion,161.481842,-222.6091003,0,0.4998432398,0.5324942891,1,0,1.25675458,313.88327,LI - Not Losing Low-Income Households
34013011900,LI - Not Losing Low-Income Households,550,691,960,75600,115400,127100,0.1916398714,0.08277591973,0.09982788563,0.7849360493,0.8972972973,0.9845605493,0.2137171754,0.2277706527,0.5906387568,0.8286674132,0.8959107807,0.9220430255,1850,1684,0.05403800475,0.598079561,0.3294255569,0.2849462366,771,0.00487434946,345482,1,1,0,1,1,1,1,1,1,0,1,1,0,FALSE,0,1,1,1,1,1,1,1,0,1,0.08009663439,-0.002679285346,0,-0.1088639517,0,30641,34924,37188,56073.0301,50639.8,37188,-0.09689560533,-0.2656369209,0,0,1,0,0,LI - At Risk of Gentrification,9.713012695,23.20825195,0,0.6669286489,0.7990142703,1,0,0.7343630899,439.43524,LI - Not Losing Low-Income Households
34013012000,LI - Not Losing Low-Income Households,574,754,1096,130300,123800,174300,0.1611885354,0.1631412594,0.1591074467,0.5590951932,0.8994221459,0.9660454988,0.2124902377,0.1462891468,0.4260515571,0.643115942,0.6715017065,0.7123473287,6403,6332,0.04421983575,0.6673373575,0.3003207698,0.4663048394,781,0.006699813036,945101,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.08424137496,-0.07889988447,0,0.001952724055,1,32154,45119,49676,58973.52994,65428.73648,49676,0.1094593853,-0.240761742,1,0,1,1,0,LI - Ongoing Gentrification,-35.33465576,76.83410645,0,0.5356143713,0.6385701262,1,0,0.7592382594,942,LI - Not Losing Low-Income Households
34013012100,LI - Not Losing Low-Income Households,576,730,1079,110500,120600,174400,0.12,0.05807478123,0.1199345067,0.7157414857,0.9170789164,0.9776332974,0.2352952271,0.2018560465,0.501357615,0.7103399433,0.7225853304,0.7484615445,4245,3845,0.03250975293,0.4980214811,0.4316635745,0.4253846154,281,0.01083858819,354751,1,1,1,1,1,1,1,1,1,0,1,1,0,FALSE,0,1,1,1,1,1,1,1,0,1,0.07654070733,0.01846592611,0,-0.06192521877,0,27310,37102,42331,50004.51548,53797.90133,42331,0.07586086541,-0.2131477445,1,0,1,0,0,LI - At Risk of Gentrification,-67.9307251,15.84667969,0,0.6689556241,0.7427415252,1,0,0.7868522555,651.76489,LI - Not Losing Low-Income Households
34013012200,LI - Not Losing Low-Income Households,572,698,974,128300,148000,223200,0.1184022825,0.1220502411,0.1481140703,0.6188306758,0.9152019735,0.9749068618,0.1812942754,0.1926790057,0.5413365364,0.5589635114,0.6307765603,0.6886556745,6486,5101,0.02234855911,0.6155281822,0.5233115468,0.3173413293,1128,0.008480395009,601505,1,1,1,1,1,1,1,1,1,0,1,1,0,FALSE,0,1,1,1,1,1,1,1,0,1,0.0822141294,-0.03983611165,0,0.003647958602,1,29076,38367,36984,53721.70683,55632.14955,36984,0.03556184098,-0.3352045417,0,0,1,0,0,LI - At Risk of Gentrification,-31.03302002,204.2840576,0,0.5301659107,0.64354074,1,0,0.6647954519,1083.2144,LI - Not Losing Low-Income Households
34013012300,LI - Not Losing Low-Income Households,589,645,895,124000,129800,185900,0.1556694427,0.1139122316,0.1676891595,0.7974683544,0.9507257448,0.9733680487,0.2113549379,0.1981161043,0.5273147225,0.5509499136,0.6091586794,0.6284454465,5236,4994,0,0.6665182547,0.5118414693,0.3147739802,481,0.00809202286,617151,1,1,1,1,1,1,1,1,1,0,1,1,0,FALSE,0,1,1,1,1,1,1,1,0,1,0.08588137728,-0.02803085428,0,-0.04175721111,0,34565,38750,39242,63326.67146,56205.96026,39242,-0.1124441102,-0.3018178046,0,0,1,0,0,LI - At Risk of Gentrification,160.7619019,129.3135376,0,0.7042782903,0.8266094356,1,0,0.6981821824,956.54889,LI - Not Losing Low-Income Households
